,spotify_id,album,artist,tracks,artist_gender,artist_age,release_date,artist_country,popularity,rating
394,75OE7M0wduJyffbffehHuR,zeit ,rammstein,11,Group,,29/04/2022,DE,72,6
400,5MS3MvWHJ3lOZPLiMxzOU6,her loss ,drake & 21 savage,16,Male,30,04/11/2022,US,80,6
401,5r36AJ6VOJtp00oxSkBZ5h,harry's house ,harry styles,13,Male,28,20/05/2022,,88,6
404,0KJc9ksnoJJsdpQxV3z5i1,return of the dream canteen ,red hot chili peppers,17,Group,,14/10/2022,US,60,6
409,5q2iMctlDvEMYVIawF6Vop,actual life 3 ,fred again..,13,Male,28,28/10/2022,GB,69,6
412,3WmujGwOS0ANHkJRnMH6n8,preacher's daughter ,ethel cain,13,Female,24,12/05/2022,US,69,6
435,5z1xjvymitc0DJETtvVmaX,the gods we can touch ,aurora,15,Female,25,21/01/2022,NO,60,6
437,3RQQmkQEvNCY4prGKE6oc5,un verano sin ti ,bad bunny,23,Male,28,06/05/2022,PR,92,6
446,0r9awI5WRCZpwk0aVQ4bKO,self-titled ,wet leg,12,Group,,08/04/2022,GB,64,6
456,2AZ6B4mTJHQYee6U64rsXa,this world is going to ruin you ,vein.fm,12,Group,,04/03/2022,US,34,6
459,5ogYKSRRlVAgMzv09HFeIn,the dream ,alt-j,12,Female,56,11/02/2022,GB,47,6
461,4dhK1XKetMnAilmo6CMID8,few good things ,saba,14,Male,51,04/02/2022,US,53,6
463,20KGjm5xRROTqP0UY1EVRg,bleed out ,the mountain goats,12,Group,,19/08/2022,US,39,6
467,0CA2EVHhRPR5VPV78KZw89,the mars volta ,the mars volta,10,Group,,01/01/2003,US,50,6
468,7sGOQncTJ6iMPl4RZUv42N,the unraveling of puptheband ,pup,12,Group,,01/04/2022,CA,38,6
476,3N3alcn9EvmanafUt70Vxh,from a birds eye view ,cordae,14,Male,24,14/01/2022,US,57,6
484,4tuqA7qbVsPukqsYPPrcF7,omnium gatherum ,king gizzard & the lizard wizard,16,Group,,22/04/2022,AU,54,6
486,51heTwkSfb4Z5dRIgwU2bd,sick! ,earl sweatshirt,10,Male,27,14/01/2022,US,48,6
487,4aW4iDepQUl5ZCHd1Gli68,entergalactic ,kid cudi,15,Male,38,30/09/2022,US,61,6
508,63bs2cLZO9wm6hvhovU1AU,labyrinthitis ,destroyer,10,Group,,25/03/2022,CA,25,6
510,4YP0h2KGDb20eJuStnBvim,traumazine ,megan thee stallion,18,Female,27,12/08/2022,US,67,6
514,65mT2Cz9wGNNvUw8hax9nj,arrangements ,preoccupations,7,Group,,09/09/2022,CA,21,6
518,6KQa2rAuOS2rX18xyA9eru,you can't kill me ,070 shake,14,Female,24,03/06/2022,US,50,6
527,6SZtno2XqSmfr5MKsNeXmC,palaces ,flume,13,Male,30,20/05/2022,AU,52,6
528,5feRs2ejrMcxuM5hcDDSBb,this is what i mean ,stormzy,12,Male,29,25/11/2022,GB,57,6
531,4PeQkwKNRLafhe166WpWN0,oxy music ,alex cameron,9,Male,78,11/03/2022,GB,33,6
534,1GWWErA3u49ANQoGygvziN,freakout / release ,hot chip,11,Group,,19/08/2022,GB,33,6
535,2G549zeda2XNICgLmU0pNW,ramona park broke my heart ,vince staples,16,Male,28,08/04/2022,US,60,6
538,7A356O065CDhBZCA5tO6u5,back 2 life ,thaiboy digital,12,Male,28,18/11/2022,TH,40,6
541,4VlJ9qrXIoKFQ2Ai0nhKL7,"home, before and after ",regina spektor,10,Female,42,24/06/2022,US,37,6
542,1NgFBv1PxMG1zhFDW1OrRr,special ,lizzo,12,Female,34,15/07/2022,US,65,6
544,6iUUKuRHlCy9GeKmIwbPRu,world wide pop ,superorganism,13,Group,,15/07/2022,,28,6
547,5J2NqsDqtVGCqb0bqQf3RU,cry sugar ,hudson mohawke,19,Male,36,12/08/2022,GB,31,6
554,7AXXRxTM67OvipZj9iRbhw,famously alive ,guerilla toss,10,Group,,25/03/2022,,22,6
558,3l2Gi0hMjZV2uvKoWlFkoQ,the loneliest time ,carly rae jepsen,16,Female,36,21/10/2022,CA,55,6
560,3Kkrsa5dgEgl2fYyO51EEf,the elephant man's bones ,roc marciano & the alchemist,14,Male,44,26/08/2022,,45,6
563,4rcinMUHEWOxpIwJo2sf22,laurel hell ,mitski,11,Female,31,04/02/2022,US,65,6
578,3PqowBonjatEu0P7g5AIHr,we've been going about this all wrong ,sharon van etten,10,Female,41,06/05/2022,US,41,6
579,20NAtKWWeyYn9QIzOejT0Y,reset ,panda bear & sonic boom,9,Group,,12/08/2022,,33,6
588,4aTdfh8F07U59ClqhljKHp,red & white 🔴,lil uzi vert,5,Non-binary,26,23/07/2022,US,54,6
600,2IUoE0jqkViW6gGfqLcjG2,scarlet ,doja cat,24,Female,28,05/04/2024,US,70,6
602,2mBH7RhAS6vRKkSlA7IRIJ,michael ,killer mike,14,Male,48,16/06/2023,US,58,6
603,4wtZQMNTC1O79kDxMBsEan,cracker island ,gorillaz,10,Group,,24/02/2023,,67,6
609,1vL2mgGTukkrUxXt0loeTN,unreal unearth ,hozier,20,Male,34,22/03/2024,IE,77,6
616,33Ek6daAL3oXyQIV1uoItD,new blue sun ,andré 3000,8,Male,48,17/11/2023,US,52,6
636,2ZTDmH94OLjeNaOvT7Ngwk,in times new roman... ,queens of the stone age,10,Group,,16/06/2023,US,57,6
644,7iY6PA1ftgY8OKOzc2vBdo,the silver cord ,king gizzard & the lizard wizard,14,Group,,27/10/2023,AU,42,6
652,0gIZSG9WUDO3TK0B5y7UtU,the ballad of darren ,blur,10,Group,,21/07/2023,GB,50,6
659,7ivbFszr1TbVadj89BIy1y,never enough ,daniel caesar,15,Male,28,07/04/2023,CA,77,6
665,4zvDpKZOVNq4m6OfsM6hbB,formal growth in the desert ,protomartyr,12,Group,,02/06/2023,US,34,6
673,0zhrmq8bb6JQRgXFX7XowL,*ghettoland ,jimmy,17,Male,74,02/12/2022,JM,26,6
679,6tkuHFo0hTGGkWEGjdKOjz,rat wars ,health,12,Group,,07/12/2023,US,51,6
690,3440hCSfwYXxJcbQ0j3jAJ,the age of pleasure ,janelle monáe,14,Non-binary,37,09/06/2023,US,57,6
697,6HjuqzWf3UlJoaU7iqDRIv,fanfare ,dorian electra,13,Non-binary,31,06/10/2023,US,46,6
707,1NLLTGSKTYOvlFKFtRXFGz,magic 3 ,nas,15,Male,50,14/09/2023,US,51,6
709,0uDWPhORO8SgKok6AuEyAc,disposable everything ,ajj,14,Group,,26/05/2023,US,39,6
711,4ZtC6HhG26hK47TkNhrWT1,census designated ,jane remover,10,Female,20,20/10/2023,,40,6
720,1hNzs6WR8UbUsAkyr4jXEO,herbert ,ab-soul,18,Male,35,16/12/2022,US,51,6
725,6HjuqzWf3UlJoaU7iqDRIv,fanfare ,dorian electra,13,Non-binary,31,06/10/2023,US,46,6
737,2jSmcj39eQiU76EbMGuxS0,everything is alive ,slowdive,8,Group,,01/09/2023,GB,53,6
744,7apNQP91GqGNpVX3vhHrP5,ignore grief ,xiu xiu,10,Group,,03/03/2023,US,22,6
749,7KTAkz6cGXjFqpxUZIG8WH,shook ,algiers,17,Group,,24/02/2023,US,19,6
750,4bRYGKmKOkXvKL1QBf0cGk,the loveliest time ,carly rae jepsen,13,Female,37,28/07/2023,CA,53,6
751,15eosxhQvPKQ1g0tfrnAt2,all of this will end ,indigo de souza,11,,,28/04/2023,,47,6
752,2TcGsG6Ht4iMbEQ0u62Rbz,magic 2 ,nas,11,Male,49,21/07/2023,US,47,6
754,4ZtC6HhG26hK47TkNhrWT1,census designated ,jane remover,10,Female,20,20/10/2023,,40,6
759,4bRYGKmKOkXvKL1QBf0cGk,the loveliest time ,carly rae jepsen,13,Female,37,28/07/2023,CA,53,6
767,7apNQP91GqGNpVX3vhHrP5,ignore grief ,xiu xiu,10,Group,,03/03/2023,US,22,6
768,5LIlFbWpjACyQFNW0nYvUC,praise a lord who chews but which does not consume ,yves tumor,12,Non-binary,,17/03/2023,IT,51,6
773,2T1GRKlc7BEVxngyYfUMvT,butcher house mi,sematary,12,Male,22,13/01/2023,US,50,6
777,2TcGsG6Ht4iMbEQ0u62Rbz,magic 2 ,nas,11,Male,49,21/07/2023,US,47,6
780,2TvE3Ck4cUcXwwD7bkO7pl,sweet justice ,tkay maidza,14,Female,27,03/11/2023,,40,6
782,5XL4zY3fBxAzl0xBBqSxdJ,i am upset because i see something that is not there. ,fire-toolz,12,Non-binary,,07/04/2023,,14,6
785,5EYKrEDnKhhcNxGedaRQeK,eternal sunshine ,ariana grande,13,Female,30,08/03/2024,US,91,6
797,2RRYaYHY7fIIdvFlvgb5vq,american dream ,21 savage,15,Male,31,12/01/2024,US,84,6
806,692R05mxz7V6eOFoj5PMlQ,atavista album review (3.,childish gambino,11,Male,40,13/05/2024,US,71,6
812,1KFWgQTw3EMTQebaaepVBI,clancy ,twenty one pilots,13,Group,,24/05/2024,US,83,6
824,2Rr46ynx6lOJnkbF2s9VXB,i/o ,peter gabriel,24,Male,73,01/12/2023,GB,37,6
832,5y9Fis539BaAsi7MmHKHm2,britpop ,a. g. cook,24,Male,33,10/05/2024,,55,6
834,6DlLdXBGCsSDPOV8R2pCl7,two star & the dream police ,mk.gee,12,Male,,09/02/2024,,66,6
835,34UIFF2mDOl7JN0QdmMjPg,where's my utopia? ,yard act,11,Group,,01/03/2024,,51,6
836,0Jy18n9qpKS4RyDYmaPpdL,fearless movement ,kamasi washington,12,Male,43,03/05/2024,US,48,6
840,7mpTSR6E855VhdCeoPgpCF,three ,four tet,8,Male,,15/03/2024,GB,48,6
841,5fjDXtY8tws1sbPFHw34pL,cold visions ,bladee,30,Male,30,24/04/2024,SE,67,6
846,4LKhRqqNlRlWwt4d9GG3QW,plastic death ,glass beach,13,Group,,19/01/2024,US,45,6
848,4YTPZqnf95naEEmOnGZKyA,laughingfish ,black dresses,22,Group,,18/05/2024,GB,43,6
850,2xxdvegQmg1cOVGPolCUus,artificial bouquet ,frail body,11,Group,,29/03/2024,US,33,6
853,37XRzcFMZ91g9TrYKRUpcg,triple digits [112] ,ritchie,14,Male,82,05/04/2024,US,34,6
855,66VRqzJ2YSL0eqcz385eZq,mika's laundry ,matt champion,13,Male,113,22/03/2024,DE,55,6
858,2xxdvegQmg1cOVGPolCUus,artificial bouquet ,frail body,11,Group,,29/03/2024,US,33,6
863,37XRzcFMZ91g9TrYKRUpcg,triple digits [112] ,ritchie,14,Male,82,05/04/2024,US,34,6
869,2Ev6DBJuStxI4ZKLsMgMQs,bloody angel mi,sematary,16,Male,23,29/03/2024,US,52,6
875,3nRlJXz5W39luXRto5hc4f,all born screaming ,st. vincent,10,Female,41,26/04/2024,US,58,6
878,5CqumIo51QeCiboYgpxpN8,mid spiral ,badbadnotgood,5,Group,,29/05/2024,CA,50,6
879,128kgBRYqmfY4EjTOhiDWq,world wide whack ,tierra whack,15,Female,28,15/03/2024,US,50,6
883,13IanJ8zx7YcCJ5yIvArIq,everybody can't go ,benny the butcher,12,Male,39,26/01/2024,,51,6
0,4otkd9As6YaxxEkIjXPiZ6,music to be murdered by ,eminem,20,Male,47,17/01/2020,US,76,5
22,0ZJt4dCoI19u71k37E1nQu,a written testimony ,jay electronica,10,Male,43,13/03/2020,US,47,5
24,6SfnjkSphtKowg3tt7azDi,inlet ,hum,8,Group,,24/06/2020,US,38,5
25,1Qht64MPvWTWa0aMsqxegB,rough and rowdy ways ,bob dylan,10,Male,79,19/06/2020,US,43,5
31,2L13Kv0sx6GPAHo7QTZLAy,spilligion ,spillage village,12,Group,,25/09/2020,US,49,5
34,1Sf8GsXG32t0jNrX11xqWx,self-titled ,jackboys & travis scott,7,Male,28,27/12/2019,US,72,5
43,0ZJt4dCoI19u71k37E1nQu,a written testimony ,jay electronica,10,Male,43,13/03/2020,US,47,5
51,0BwUN4oXLzs95nE8GO1vrI,the album ,teyana taylor,25,Female,30,19/06/2020,US,56,5
53,2L13Kv0sx6GPAHo7QTZLAy,spilligion ,spillage village,12,Group,,25/09/2020,US,49,5
55,1h6UCHWqhIsaU7tU8X1SAz,u-void synthesizer ,machine girl,11,Group,,27/02/2020,US,41,5
62,18hrkvndprWjt9olhQlRcH,zeros ,declan mckenna,10,Male,21,04/09/2020,GB,40,5
71,3YqqY2DYHcbD9pm6fx2vI7,róisín machine ,róisín murphy,10,Female,47,02/10/2020,IE,41,5
91,5W1XY5ucNATjTULERvXx9j,map of the soul: 7 ,bts,20,Group,,21/02/2020,KR,76,5
102,755yBlrk0Sz8tIgMMTgyr1,we will always love you ,the avalanches,25,Group,,11/12/2020,GB,54,5
103,5bsWvIa3jrWZtWtcn58UBl,omens ,elder,5,Group,,24/04/2020,US,20,5
108,5gac9cPgomxH7Cdy3G5Sur,shadow of life ,umbra vitae,10,Group,,01/05/2020,US,20,5
109,0rDM3D2mqmsilAjpUj1p0W,heavy light ,u.s. girls,13,Female,35,06/03/2020,CA,27,5
111,1uROBP2G4MP0O4w1v5Cpbg,imploding the mirage ,the killers,10,Group,,21/08/2020,GB,57,5
114,0p6P42zHY2W8Zd7BKBcKQg,making a door less open ,car seat headrest,11,Group,,01/05/2020,,48,5
116,4NESArVYihJKvoXk1eYE8A,starz ,yung lean,16,Male,23,15/05/2020,SE,50,5
118,0o5xjCboti8vXhdoUG9LYi,notes on a conditional form ,the 1975,22,Group,,22/05/2020,GB,62,5
121,0fEO7g2c5onkaXsybEtuD2,luv vs. the world 2 ,lil uzi vert,32,Non-binary,24,13/03/2020,US,68,5
137,4HXpQ5KQBVWN25ltjnX7xa,petals for armor ,hayley williams,15,Male,88,08/05/2020,US,53,5
143,6Q2rUMVAKj1DaDh3xB0IEU,modus vivendi ,070 shake,14,Female,22,17/01/2020,US,54,5
145,74vajFwEwXJ61OW1DKSPEa,positions ,ariana grande,19,Female,27,19/02/2021,US,67,5
148,7BYMS9hVqR7UH9b3WeqPsw,moonchild ,niki,10,Female,21,09/09/2020,ID,50,5
158,5BrQerO9LnDbtUmsP9AHeS,there is no year ,algiers,11,Group,,17/01/2020,US,15,5
160,4hl7ryP7L1SvblrcPRAkpQ,spirituality and distortion ,igorrr,14,Male,35,27/03/2020,FR,46,5
162,2NuZ1TloomufyKf57ZLBQn,ctv3: cool tape vol. 3 mi,jaden,17,Male,22,28/08/2020,US,53,5
170,7z4GhRfLqfSkqrj5F3Yt2B,heaven or hell ,don toliver,12,Male,25,13/03/2020,US,76,5
171,1z6IaOUkRc2bcZvpQ9vN31,love + light ,daniel avery,14,Male,33,26/06/2020,,15,5
174,2d9BCZeAAhiZWPpbX9aPCW,el último tour del mundo ,bad bunny,16,Male,26,27/11/2020,PR,81,5
177,2EadUtQ3hpx3Xt0HKAfOF9,toxic boogal,city morgue,10,Group,,31/07/2020,,58,5
191,2crtxJQewJqC3hQTtMJ4II,apple ,a. g. cook,21,Male,30,28/05/2021,,39,5
200,6Lo6ylJg4qbFfxicPEOzMI,su,megan thee stallion,9,Female,25,06/03/2020,US,62,5
201,7Jo4N42wOOKa6FolEXCSI3,exeter mi,bladee,9,Male,26,08/04/2020,SE,44,5
203,5QVudVsMxiNDEIJh8HrbIO,mark kozelek with ben boye and jim white 2 ,mark kozelek with ben boye and jim white,7,Male,53,07/02/2020,US,7,5
204,2qn5Z50z9x2qAIyWV5lt9E,to feel ali,kali uchis,4,Female,25,24/04/2020,US,54,5
215,4MGvFyMua1aBO0hDNafkp5,all over the place ,ksi,16,Male,28,16/07/2021,GB,58,5
217,2QRedhP5RmKJiJ1i8VgDGR,whole lotta red ,playboi carti,24,Male,24,25/12/2020,US,82,5
219,0uUtGVj0y9FjfKful7cABY,voyage ,abba,10,Group,,05/11/2021,SE,56,5
233,4kztTaq5iUKFXuWj06wbRM,exodus ,dmx,13,Male,50,28/05/2021,US,40,5
252,4QIZtPbEAQTu1smtYyDHXz,van weezer ,weezer,10,Group,,07/05/2021,US,40,5
265,7eQGtkzCgrIWDOe76E9F8t,clouds mi,nf,11,Male,30,26/03/2021,US,68,5
270,0QnWm07An8WyO3eupjBDoP,"if this isn’t nice, i don’t know what is ",still woozy,13,Male,29,13/08/2021,US,66,5
271,1FyNZvJ6MHO01kl3ySMPdc,medicine at midnight ,foo fighters,9,Group,,05/02/2021,US,56,5
280,5FLKDb9bvbMu0yTahZtgHO,who am i? ,pale waves,11,Group,,12/02/2021,,44,5
281,2wwCc6fcyhp1tfY3J6Javr,blue banisters ,lana del rey,15,Female,36,22/10/2021,US,72,5
294,2I0LPpmyvAwnXvCuBf3Pcy,butterfly 3000 ,king gizzard & the lizard wizard,10,Group,,11/06/2021,AU,51,5
309,0zNWhYDalgisc4uweLIGZJ,valentine ,snail mail,10,Female,,05/11/2021,US,43,5
311,69jQsPvJzMvcb2fGqI2qaB,i don't live here anymore ,the war on drugs,10,Group,,29/10/2021,US,55,5
313,0EdtTRCl3J22AnWrNpH1w9,isles ,bicep,10,Group,,22/01/2021,,57,5
316,3ihwKkIMJWmmp1huNH0iWC,slime language 2 ,"young stoner life, young thug, gunna",23,Male,75,16/04/2021,CA,65,5
320,3JSvIZCtxK4fUywBK41129,flowers for vases / descansos ,hayley williams,14,Male,89,05/02/2021,US,47,5
322,2i5NyX1puwpGt7tmaP5sEg,the life of pi'erre 5 ,pi'erre bourne,16,Male,27,11/06/2021,US,62,5
327,1V7usKn0ebZ9D4XtHw1JFy,avow ,portal,6,Male,85,28/05/2021,FR,12,5
336,4XLPYMERZZaBzkJg0mkdvO,planet her ,doja cat,19,Female,25,27/06/2021,US,64,5
342,1aOVW07qHIiMe3f3HKXo8r,usee4yourself ,idk,17,Male,29,09/07/2021,US,46,5
356,6TQ8nqw43uUOWu7Yqp58ko,the house is burning ,isaiah rashad,16,Male,30,30/07/2021,US,63,5
365,6SpT5TOPIInmmwLyCcCAXX,trip at knight ,trippie redd,18,Male,22,21/08/2021,US,70,5
379,3KeR5BDM2giFr8zoSXBrgE,ignorance ,the weather station,10,Group,,05/02/2021,CA,32,5
392,151w1FgRZfnKZA9FEcg9Z3,midnights ,taylor swift,13,Female,32,21/10/2022,US,85,5
396,3cN3mENkACWuRCDOuQUtfw,remember that you will die ,polyphia,12,Group,,28/10/2022,US,65,5
417,6XV76W17coHAKFdeyiGT08,hypochondriac ,brakence,13,Male,20,02/12/2022,,59,5
418,3fn4HfVz5dhmE0PG24rh6h,impera ,ghost,12,Group,,11/03/2022,SE,68,5
427,6tE9Dnp2zInFij4jKssysL,i never liked you ,future,16,Male,38,29/04/2022,US,78,5
432,5NchVUjB8yqNhqSeBYaFVy,fossora ,björk,13,Female,56,30/09/2022,IS,33,5
433,5NchVUjB8yqNhqSeBYaFVy,fossora ,björk,13,Female,56,30/09/2022,IS,33,5
436,6GRzmk9UGL7odxprOPop1Q,no fear of time ,black star,13,Group,,29/09/1998,GB,56,5
441,7ug0WdvzC2sLXTrtHUwNsj,cool it down ,yeah yeah yeahs,8,Group,,30/09/2022,US,52,5
457,0PHMNbcgHfzSUALlfk7wGg,wasteland ,brent faiyaz,19,Male,26,08/07/2022,US,78,5
472,3UcqK7oJ4UiScKZD8IQsk0,most normal ,gilla band,12,Group,,07/10/2022,US,30,5
478,1sgYQT8SDu5pjb0MPPqs3t,trouble the water ,show me the body,12,Group,,28/10/2022,,40,5
485,3dAxXNscIj0p53lBMEziYR,mata ,m.i.a.,15,Female,37,01/01/2013,,64,5
490,0JO5WJ19NtFRtVYOnw24xS,hold the girl ,rina sawayama,13,Female,32,16/09/2022,,54,5
537,4GxhBXlAhfNzI7ehTDmFJ5,entering heaven alive ,jack white,11,Male,47,22/07/2022,,39,5
550,1QqipMXWzJhr6yfcNKTp8B,crash ,charli xcx,12,Female,29,18/03/2022,,64,5
562,1kUE4Li5MJQF8VTvNnGKy8,church ,billy woods x messiah musik,18,Male,62,10/04/2012,US,31,5
570,2QRedhP5RmKJiJ1i8VgDGR,whole lotta red ,playboi carti,24,Male,24,25/12/2020,US,82,5
573,7v6htsHRSZ34XJCki1uZxB,stardust mi,yung lean,12,Male,25,07/04/2022,SE,49,5
575,5dpaxVXET01VAgivwwUac6,sznz: spri,weezer,7,Group,,20/03/2022,US,35,5
581,1DvBf2E2OgU8HAjgInLT6H,sznz: summ,weezer,7,Group,,21/06/2022,US,37,5
587,6pDbaWwmHYv6Hr075nfcer,"peace ""fly"" god mi",westside gunn,10,Male,39,08/07/2022,US,43,5
591,35nmDyrcnDY4B1ISYpKEEs,for all the dogs ,drake,23,Male,36,05/10/2023,CA,63,5
593,70uejEPPRPSLBrTRdfghP5,72 seasons ,metallica,12,Group,,14/04/2023,US,57,5
597,00txDYFrU4LjWqwKE8iQJA,one more time... ,blink-182,19,Group,,27/10/2023,US,63,5
606,1RThtoZbeE7OQHMBzaBCJt,sundial ,noname,11,Female,31,11/08/2023,,48,5
614,1hmlhl74JfLyUqmqtCwvFb,bewitched ,laufey,18,Female,25,26/04/2024,IS,73,5
623,1ep4OEfNOhvcY85STfEtKy,jackman ,jack harlow,10,Male,25,28/04/2023,US,62,5
637,2ua5bFkZLZl1lIgKWtYZIz,pink tape ,lil uzi vert,26,Non-binary,27,30/06/2023,US,74,5
645,7mv4FQrLiyJWLDazVNZzTi,stone ,baroness,16,Group,,16/09/2023,US,37,5
670,4Q7cRXio6mF2ImVUCcezPO,for all the dogs scary hours ed,drake,29,Male,37,17/11/2023,CA,71,5
674,6ciIG1XKTlVIn0Yl8rvsce,almost healed ,lil durk,21,Male,30,26/05/2023,US,71,5
678,1rBIdADJWSisiYXHRdw1v2,richest opp ,youngboy never broke again,17,Male,23,12/05/2023,US,62,5
685,32iAEBstCjauDhyKpGjTuq,subtract ,ed sheeran,14,Male,30,25/10/2021,GB,79,5
691,0nnOjd8FpsRjBJZHpZDtuK,fantasy ,m83,22,Group,,31/05/2024,FR,41,5
692,6Id1Bjjjf9rfPHXKHMYtfq,mansion musik ,trippie redd,25,Male,23,20/01/2023,US,59,5
696,7KcBjQ5f47uYAmvWCbB2FX,college park ,logic,17,Male,33,24/02/2023,US,56,5
717,5LXOgcszGvUkYzYL4v6wYg,autumn variations ,ed sheeran,14,Male,32,29/09/2023,GB,60,5
718,3Uq1jNGnD412ZvCb6j2DKV,gloria ,sam smith,13,Non-binary,30,27/01/2023,GB,70,5
719,4Q7cRXio6mF2ImVUCcezPO,for all the dogs scary hours ed,drake,29,Male,37,17/11/2023,CA,71,5
723,3LaJpJFSY3cmLFEHJl2z6E,this stupid world ,yo la tengo,9,Group,,10/02/2023,,35,5
727,45oxyD0tdWU3AGK2w55W2w,girl in the half pearl ,liv.e,17,Female,,10/02/2023,US,35,5
728,7MbhBlacUYoWPZYUhsWLxK,blanket ,kevin abstract,13,Male,26,03/11/2023,US,43,5
730,1plAqF2W8hwAhcpBAfGNsW,kaytraminé ,aminé & kaytranada,11,Male,30,19/05/2023,CA,63,5
732,6Xnrf8JvckhoADFcePUNyq,love sick ,don toliver,16,Male,28,23/02/2023,US,44,5
741,5aGGbXFpuBcMzc8o6TORY9,bless this mess ,u.s. girls,11,Female,38,24/02/2023,CA,28,5
755,5RMkjbbZvLo9TNdpKrmP71,alchemy ,disclosure,11,Group,,14/07/2023,GB,52,5
756,0HRZ0CldV3tp7U2sTomtIf,rocket power ,quavo,18,Male,32,18/08/2023,US,60,5
763,0HRZ0CldV3tp7U2sTomtIf,rocket power ,quavo,18,Male,32,18/08/2023,US,60,5
766,6Xnrf8JvckhoADFcePUNyq,love sick ,don toliver,16,Male,28,23/02/2023,US,44,5
769,3S2JjNVTT7FKujPny0Bwgo,destiny ,dj sabrina the teenage dj,41,Group,,13/08/2023,GB,31,5
775,5aGGbXFpuBcMzc8o6TORY9,bless this mess ,u.s. girls,11,Female,38,24/02/2023,CA,28,5
776,6JlmbLrsozWe61rYTVsG7n,things don't always go the way you plan mi,flume,10,Male,31,08/02/2023,AU,40,5
778,2neNj1lj4R6QgEyqwIrXLc,won't he do it ,conway the machine,14,Group,,05/05/2023,US,38,5
781,1jhGoiKDR41Qa2mzlveJFX,too good to be true ,meek mill & rick ross,17,Male,36,10/11/2023,US,54,5
790,1lKWIQuLHxdlifTuudutTl,new world depression ,$uicideboy$,13,Group,,14/06/2024,US,84,5
802,5zncNknK8hrQyTTVWpUyAf,bad cameo ,lil yachty & james blake,10,Male,26,28/06/2024,US,67,5
805,1Mo92916G2mmG7ajpmSVrc,radical optimism ,dua lipa,11,Female,28,03/05/2024,,85,5
810,4Ioudl1Qx3fTh5AMOYRBvf,11th dimension ,ski mask the slump god,21,Male,28,07/06/2024,US,73,5
815,4NGIX0BP6xxRaGh64hhJhe,all is yellow ,lyrical lemonade,14,,10,26/01/2024,,68,5
854,6aLnXrlksffrrHRb6ktBF9,psykos ,yung lean & bladee,8,Male,27,13/03/2024,SE,53,5
868,6lNh2JqZFhiXL7YNnblt64,harbour century ,eunuchs,9,Group,,05/04/2024,,20,5
870,7hf2cM8SdK5vdb6SeH2qyM,little rope ,sleater-kinney,10,Group,,19/01/2024,US,38,5
871,1lhquBDUbWwGWnd3Wmxvc6,if i could sing ,kirin j callinan,12,Male,38,02/02/2024,AU,25,5
882,6ofMZXVeY7dABB00zHp8WV,insano (nitro mega) ,kid cudi,18,Male,40,23/02/2024,US,54,5
41,0K8VeEO164P3ctndsCzs6U,afterburner ,dance gavin dance,13,Group,,24/04/2020,US,51,4
42,14FGilar8X2PCvelbjX4tZ,no future ,eden,19,Male,24,14/02/2020,IE,48,4
63,2x657XotA7LCsPElXmXX4W,funeral ,lil wayne,24,Male,37,31/01/2020,US,52,4
70,5g2INX6dnMIJG0xKygXwF3,that's what they all say ,jack harlow,15,Male,22,11/12/2020,US,71,4
81,47zMF6LrXQ8odi6Xv1unC0,smile ,katy perry,12,Female,35,28/08/2020,US,66,4
92,5SAhBlk4YQyyEFzoDrvRfP,weight of the world ,mike,16,Male,67,21/06/2020,GB,44,4
97,4cKXqhbBVupoOZ6IdSdOU6,mouth dreams ,neil cicierega,19,Male,68,19/07/2014,CA,31,4
105,3U5rc7jCX5iTq0JBRPz9cW,dissimulation ,ksi,12,Male,26,22/05/2020,GB,50,4
126,6U3XutCfhGxFFCDK1AFCbb,act ii: the patents of nobility (the turn) ,jay electronica,3,Male,33,22/12/2009,US,41,4
149,623PL2MBg50Br5dLXC9E9e,blame it on baby ,dababy,13,Male,28,17/04/2020,US,67,4
164,4V1EQ7wQZUoiPjMY0WtY3M,saint cloud ,waxahatchee,11,Female,31,27/03/2020,,51,4
167,7IyoGB8J31fvQDwGtHAq9m,eternal atake ,lil uzi vert,18,Non-binary,24,06/03/2020,US,70,4
179,2nkHPk6e7TgemWh07yFHxh,3.15.20 ,childish gambino,13,Male,28,15/11/2011,US,78,4
180,5gIa8hTQGPwVeNYjDwrraZ,sixteen oceans ,four tet,16,Male,,13/03/2020,GB,42,4
183,1BubKJqf6Uc4fNae5kLJJ7,what could possibly go wrong ,dominic fike,14,Male,24,31/07/2020,,69,4
184,48xpWR8K6CGpy3ETAym3pt,pluto x baby pluto ,future & lil uzi vert,16,Non-binary,25,13/11/2020,US,64,4
220,1typPCwqyXMfFpvDZAyKew,fighting demons ,juice wrld,23,Male,23,18/03/2022,US,75,4
237,3lK2JRwfIOn2NaYtgEGTmZ,solar power ,lorde,14,Female,25,05/11/2021,NZ,55,4
242,5kE2OAuUYGBqqzscqgBXXf,khaled khaled ,dj khaled,14,Male,61,30/04/2021,DZ,68,4
250,6vC3CeC5FprLHnTZobbdee,colors ii ,between the buried and me,12,Group,,20/08/2021,US,39,4
272,3dgsCZMswt6TWbsKcMgoO2,long term effects of suffering ,$uicideboy$,13,Group,,13/08/2021,US,71,4
278,4ssppGN0Qy4OeJTUDr1Etd,"sincerely, kentrell ",youngboy never broke again,23,Male,21,05/10/2021,US,67,4
